Incident_ID,Report_Time,Phone_Number,Tags,Report_Count,Transaction_Amount,Victim_Demographic,Is_Fraud
UID-d2a9971b,2026-03-12 20:21:00,+886-903-889-056,"假投資,資金盤",5,2253622,上班族,1
UID-96a85451,2026-03-13 01:42:00,+886-905-467-783,"一般客訴,服務態度",2,3000,上班族,0
UID-95566456,2026-03-12 15:39:00,+886-905-200-967,"債務不履行,退款延遲",2,15000,大專院校,0
UID-ec1f9e47,2026-03-13 07:27:00,+886-904-186-084,"網路交友,AI濾鏡假冒",9,67044,學生,1
UID-9781acae,2026-03-12 20:54:00,+886-904-605-090,"Threads廣告,假兼職",21,106902,上班族,1
UID-bb1734b6,2026-03-12 18:24:00,+886-905-627-638,"司法文書送達,正常公務",2,15000,學生,0
UID-09f54398,2026-03-12 23:24:00,+886-905-779-642,"正常投資諮詢,理財規劃",1,0,上班族,0
UID-96ae7d88,2026-03-13 07:57:00,+886-905-740-522,"一般客訴,服務態度",1,0,碩博士,0
UID-30ac32e5,2026-03-12 15:11:00,+886-903-887-097,"假投資,資金盤",18,4049652,碩博士,1
UID-d32e7b5e,2026-03-12 11:24:00,+886-901-883-046,"幽靈包裹,超商取貨",591,3427,高中職以下,1
UID-d14048ff,2026-03-12 10:36:00,+886-905-780-114,"司法文書送達,正常公務",1,0,大專院校,0
UID-b3965553,2026-03-12 13:00:00,+886-904-275-009,"Threads廣告,假兼職",9,17211,碩博士,1
UID-569afca5,2026-03-12 15:58:00,+886-905-287-886,"司法文書送達,正常公務",2,15000,大專院校,0
UID-63c90a9f,2026-03-13 07:40:00,+886-904-716-074,"網路交友,要求儲值,點數卡",3,91,大專院校,1
UID-62af3209,2026-03-13 01:25:00,+886-902-195-457,"假員警,偵查不公開",3,1477009,70+ 長者,1
UID-a74b62dd,2026-03-12 22:37:00,+886-904-662-079,"網路交友,要求儲值,點數卡",28,48705,碩博士,1
UID-284f514a,2026-03-12 16:27:00,+886-903-888-091,"假投資,保證獲利",15,1362819,碩博士,1
UID-81fc72e7,2026-03-12 17:24:00,+886-903-889-024,"假投資,虛擬貨幣,高報酬",9,545840,上班族,1
UID-39a93751,2026-03-12 22:17:00,+886-901-240-002,"網路購物詐騙,解除分期付款",252,17434,學生,1
UID-910dda58,2026-03-13 01:02:00,+886-901-536-026,"網路購物詐騙,解除分期付款",212,32918,學生,1
UID-c7b07840,2026-03-12 23:08:00,+886-904-600-042,"網路交友,要求儲值,點數卡",18,72394,上班族,1
UID-6ddb1d6c,2026-03-13 07:34:00,+886-903-883-070,"假投資,保證獲利",10,4051661,碩博士,1
UID-2c12e87d,2026-03-13 07:44:00,+886-905-455-244,"司法文書送達,正常公務",2,15000,學生,0
UID-35eba44d,2026-03-12 23:15:00,+886-903-880-086,"假投資,保證獲利",9,1145181,碩博士,1
UID-93eff5d7,2026-03-12 20:20:00,+886-905-528-508,"司法文書送達,正常公務",2,500,學生,0
UID-18f7ca20,2026-03-12 16:05:00,+886-902-184-151,"假檢警,監管帳戶",2,2433316,50-69 中高齡,1
UID-713a6d7f,2026-03-13 06:25:00,+886-904-591-014,"網路交友,AI濾鏡假冒",15,117188,學生,1
UID-9077b815,2026-03-13 06:25:00,+886-904-572-029,"Threads廣告,假兼職",6,68727,學生,1
UID-2872f45f,2026-03-12 13:45:00,+886-903-883-035,"假投資,資金盤",15,3577345,上班族,1
UID-afae518f,2026-03-12 10:33:00,+886-905-859-813,"司法文書送達,正常公務",1,3000,碩博士,0
UID-bd4e1d54,2026-03-13 08:47:00,+886-901-472-002,"網路購物詐騙,假賣場",161,35354,大專院校,1
UID-8092c618,2026-03-12 10:51:00,+886-904-724-012,"網路交友,AI濾鏡假冒",27,26962,大專院校,1
UID-e84fb673,2026-03-13 05:05:00,+886-905-905-745,"債務不履行,退款延遲",1,500,學生,0
UID-60e99f7c,2026-03-12 15:20:00,+886-901-815-034,"幽靈包裹,超商取貨",166,15841,大專院校,1
UID-377905fa,2026-03-13 08:35:00,+886-901-585-036,"網路購物詐騙,ATM操作",188,41580,大專院校,1
UID-2a176840,2026-03-12 15:42:00,+886-905-820-260,"債務不履行,退款延遲",2,0,50-69 中高齡,0
UID-95a6334f,2026-03-13 03:58:00,+886-903-888-042,"假投資,內線交易,VIP通道",17,1467491,50-69 中高齡,1
UID-4aa979a3,2026-03-12 15:43:00,+886-904-573-049,"Threads廣告,假兼職",8,140391,碩博士,1
UID-637f1ddc,2026-03-13 00:28:00,+886-901-447-036,"網路購物詐騙,ATM操作",161,30026,學生,1
UID-528b604e,2026-03-13 08:00:00,+886-905-360-429,"一般客訴,服務態度",1,500,高中職以下,0
UID-279c6198,2026-03-13 05:55:00,+886-902-196-899,"假員警,偵查不公開",3,4731409,50-69 中高齡,1
UID-0ece25c5,2026-03-13 08:20:00,+886-904-372-096,"殺豬盤,平台無法出金",23,39743,學生,1
UID-93ea075b,2026-03-12 18:12:00,+886-905-424-868,"交易糾紛,商品瑕疵",2,3000,大專院校,0
UID-57f6fbea,2026-03-12 10:10:00,+886-905-249-247,"正常投資諮詢,理財規劃",2,0,學生,0
UID-27c378e1,2026-03-13 02:48:00,+886-901-527-006,"網路購物詐騙,ATM操作",221,42515,大專院校,1
UID-23576b9c,2026-03-13 02:22:00,+886-903-881-078,"假投資,內線交易,VIP通道",6,4870390,上班族,1
UID-6d0d9e6f,2026-03-12 23:55:00,+886-902-146-739,"假員警,偵查不公開",1,4482017,70+ 長者,1
UID-79a7af8c,2026-03-13 01:22:00,+886-905-435-725,"債務不履行,退款延遲",2,500,碩博士,0
UID-7df000db,2026-03-13 06:14:00,+886-904-293-095,"Threads廣告,假兼職",5,94802,上班族,1
UID-18820c54,2026-03-13 03:45:00,+886-903-886-032,"假投資,資金盤",19,1691552,碩博士,1
UID-87ad7ea5,2026-03-13 06:28:00,+886-904-203-016,"殺豬盤,平台無法出金",2,112692,上班族,1
UID-4e3d6b57,2026-03-13 04:19:00,+886-903-887-065,"假投資,資金盤",14,319292,50-69 中高齡,1
UID-91eca6de,2026-03-13 02:30:00,+886-903-885-044,"假投資,資金盤",15,575434,50-69 中高齡,1
UID-5e7a49bb,2026-03-12 14:20:00,+886-903-883-025,"假投資,虛擬貨幣,高報酬",7,4516133,50-69 中高齡,1
UID-4499e178,2026-03-12 09:29:00,+886-901-606-025,"網路購物詐騙,假賣場",364,38465,大專院校,1
UID-446e1369,2026-03-12 20:59:00,+886-905-298-447,"交易糾紛,商品瑕疵",2,500,學生,0
UID-d28973f7,2026-03-12 16:58:00,+886-904-722-012,"網路交友,要求儲值,點數卡",17,80818,學生,1
UID-5c5abb1c,2026-03-12 22:35:00,+886-903-884-008,"假投資,保證獲利",20,4059723,大專院校,1
UID-bd87e11c,2026-03-13 05:07:00,+886-904-608-041,"網路交友,AI濾鏡假冒",26,36365,上班族,1
UID-acbd4775,2026-03-12 11:31:00,+886-903-880-002,"假投資,虛擬貨幣,高報酬",20,693220,50-69 中高齡,1
UID-c8e1d65e,2026-03-12 10:32:00,+886-905-964-646,"債務不履行,退款延遲",1,500,70+ 長者,0
UID-fd5f713f,2026-03-12 11:10:00,+886-903-881-006,"假投資,保證獲利",14,601983,碩博士,1
UID-1c972f63,2026-03-12 11:50:00,+886-905-976-305,"正常投資諮詢,理財規劃",1,500,大專院校,0
UID-a825cc2e,2026-03-12 11:55:00,+886-904-175-066,"殺豬盤,平台無法出金",22,89344,碩博士,1
UID-1de1e61e,2026-03-12 10:02:00,+886-903-889-029,"假投資,內線交易,VIP通道",20,970030,上班族,1
UID-6abce38e,2026-03-13 03:24:00,+886-902-192-830,"假冒郵局,普發現金冒領",3,6607844,70+ 長者,1
UID-605aba68,2026-03-12 18:39:00,+886-901-723-040,"幽靈包裹,超商取貨",166,28367,大專院校,1
UID-2523ceab,2026-03-13 02:06:00,+886-905-344-934,"一般客訴,服務態度",2,0,上班族,0
UID-02d3d68e,2026-03-12 19:44:00,+886-902-178-580,"假冒郵局,普發現金冒領",3,762921,50-69 中高齡,1
UID-df478c16,2026-03-12 09:07:00,+886-999-999-999,"機器人測試,惡意灌水",8484,0,未知,0
UID-cbecdfdf,2026-03-13 08:15:00,+886-903-880-073,"假投資,虛擬貨幣,高報酬",20,3240666,50-69 中高齡,1
UID-ab14deaa,2026-03-12 17:24:00,+886-903-888-063,"假投資,虛擬貨幣,高報酬",16,4698537,碩博士,1
UID-58e0dc2a,2026-03-12 22:21:00,+886-905-954-354,"一般客訴,服務態度",1,0,碩博士,0
UID-7f6a4748,2026-03-12 09:32:00,+886-903-883-083,"假投資,虛擬貨幣,高報酬",8,1705250,50-69 中高齡,1
UID-30824a29,2026-03-12 10:45:00,+886-901-675-007,"網路購物詐騙,解除分期付款",188,32460,大專院校,1
UID-fe6914ba,2026-03-12 17:39:00,+886-903-887-053,"假投資,虛擬貨幣,高報酬",9,3197048,碩博士,1
UID-e32b0d37,2026-03-12 11:05:00,+886-902-152-542,"假檢警,監管帳戶",3,7771906,70+ 長者,1
UID-0bd6be75,2026-03-13 05:12:00,+886-901-904-019,"網路購物詐騙,假賣場",161,1267,學生,1
UID-0f709524,2026-03-12 10:12:00,+886-905-839-511,"正常投資諮詢,理財規劃",2,0,上班族,0
UID-67a684b2,2026-03-12 09:49:00,+886-901-677-040,"網路購物詐騙,假賣場",249,1247,學生,1
UID-88a6c773,2026-03-13 03:13:00,+886-904-682-029,"網路交友,AI濾鏡假冒",21,47047,上班族,1
UID-be679980,2026-03-12 16:28:00,+886-903-886-071,"假投資,虛擬貨幣,高報酬",7,2273999,50-69 中高齡,1
UID-a2e6ed97,2026-03-13 05:15:00,+886-905-157-762,"一般客訴,服務態度",1,3000,70+ 長者,0
UID-2c57d22f,2026-03-12 09:03:00,+886-904-480-016,"Threads廣告,假兼職",13,146439,上班族,1
UID-e3daca81,2026-03-12 12:58:00,+886-901-650-048,"網路購物詐騙,假賣場",153,44725,上班族,1
UID-1a358221,2026-03-12 16:32:00,+886-905-864-563,"正常投資諮詢,理財規劃",2,3000,50-69 中高齡,0
UID-65a50530,2026-03-12 20:33:00,+886-903-881-053,"假投資,虛擬貨幣,高報酬",11,4547538,碩博士,1
UID-ee8a103f,2026-03-12 23:53:00,+886-901-108-048,"網路購物詐騙,解除分期付款",200,37683,高中職以下,1
UID-83843d74,2026-03-13 00:55:00,+886-902-197-169,"假冒郵局,普發現金冒領",2,701108,50-69 中高齡,1
UID-fd216d60,2026-03-12 18:36:00,+886-905-166-148,"債務不履行,退款延遲",2,500,50-69 中高齡,0
UID-f0ab1f33,2026-03-12 11:51:00,+886-905-236-988,"債務不履行,退款延遲",2,3000,碩博士,0
UID-a94b475c,2026-03-12 18:07:00,+886-903-887-061,"假投資,虛擬貨幣,高報酬",18,780534,50-69 中高齡,1
UID-c058254c,2026-03-13 01:08:00,+886-902-119-554,"假員警,偵查不公開",2,721263,50-69 中高齡,1
UID-ecf5ddf9,2026-03-12 22:42:00,+886-905-454-907,"司法文書送達,正常公務",2,0,學生,0
UID-ec1e391d,2026-03-12 23:28:00,+886-901-985-028,"網路購物詐騙,解除分期付款",1467,44834,學生,1
UID-e5fcd049,2026-03-12 09:25:00,+886-904-382-024,"殺豬盤,平台無法出金",26,17789,碩博士,1
UID-fa083071,2026-03-13 06:02:00,+886-904-125-086,"網路交友,AI濾鏡假冒",11,49921,上班族,1
UID-c0953220,2026-03-13 08:15:00,+886-904-399-013,"網路交友,要求儲值,點數卡",3,73353,碩博士,1
UID-a63d8cee,2026-03-12 17:54:00,+886-903-884-074,"假投資,虛擬貨幣,高報酬",18,4971382,碩博士,1
UID-144743fc,2026-03-13 02:19:00,+886-901-163-014,"幽靈包裹,超商取貨",265,1728,學生,1
UID-f1aff381,2026-03-12 11:30:00,+886-903-882-087,"假投資,資金盤",10,837772,碩博士,1
UID-4e64e3d8,2026-03-12 20:42:00,+886-903-886-090,"假投資,資金盤",18,3335488,碩博士,1
UID-776df7d2,2026-03-12 14:29:00,+886-905-212-434,"正常投資諮詢,理財規劃",1,3000,大專院校,0
UID-6e505404,2026-03-12 19:27:00,+886-905-394-387,"交易糾紛,商品瑕疵",2,500,大專院校,0
UID-22d578e9,2026-03-13 08:16:00,+886-903-880-067,"假投資,資金盤",20,4546049,上班族,1
UID-62b15db5,2026-03-12 09:24:00,+886-902-107-201,"假員警,偵查不公開",2,1346764,70+ 長者,1
UID-1c33b995,2026-03-12 15:07:00,+886-902-136-412,"假員警,偵查不公開",1,6539488,50-69 中高齡,1
UID-eba3f7ca,2026-03-12 18:28:00,+886-901-547-035,"網路購物詐騙,假賣場",256,14046,學生,1
UID-90033e65,2026-03-12 20:16:00,+886-905-759-862,"債務不履行,退款延遲",2,500,上班族,0
UID-0dca0508,2026-03-12 18:46:00,+886-905-652-513,"司法文書送達,正常公務",2,500,70+ 長者,0
UID-3dadd6a8,2026-03-12 18:07:00,+886-902-132-259,"假冒郵局,普發現金冒領",3,3652335,70+ 長者,1
UID-931f9ec3,2026-03-12 23:49:00,+886-904-413-038,"網路交友,要求儲值,點數卡",17,87584,碩博士,1
UID-efce2cea,2026-03-12 18:29:00,+886-905-751-244,"正常投資諮詢,理財規劃",1,15000,碩博士,0
UID-ca0b3040,2026-03-13 07:40:00,+886-903-889-089,"假投資,虛擬貨幣,高報酬",12,1430097,上班族,1
UID-be03e86b,2026-03-12 12:12:00,+886-901-549-042,"網路購物詐騙,解除分期付款",313,43238,學生,1
UID-408bfd2f,2026-03-13 02:17:00,+886-903-884-074,"假投資,內線交易,VIP通道",18,4453374,碩博士,1
UID-22fb5a07,2026-03-13 00:37:00,+886-902-197-999,"假員警,偵查不公開",3,6909474,70+ 長者,1
UID-62a53cfc,2026-03-12 20:20:00,+886-901-249-023,"網路購物詐騙,ATM操作",276,29731,大專院校,1
UID-a3580fb5,2026-03-12 11:07:00,+886-902-192-625,"假員警,偵查不公開",2,4152796,50-69 中高齡,1
UID-08a6df78,2026-03-12 17:10:00,+886-903-883-041,"假投資,保證獲利",20,2711321,碩博士,1
UID-bb3f1257,2026-03-13 06:20:00,+886-903-881-020,"假投資,內線交易,VIP通道",17,3947928,50-69 中高齡,1
UID-767326a5,2026-03-12 12:23:00,+886-905-144-240,"交易糾紛,商品瑕疵",2,3000,70+ 長者,0
UID-b3c15117,2026-03-13 04:40:00,+886-901-993-001,"幽靈包裹,超商取貨",162,26215,上班族,1
UID-be62fc4d,2026-03-12 11:27:00,+886-903-886-008,"假投資,資金盤",12,4190238,上班族,1
UID-e6aeca73,2026-03-13 08:46:00,+886-903-885-033,"假投資,虛擬貨幣,高報酬",7,3191187,碩博士,1
UID-020dd9c9,2026-03-13 05:55:00,+886-903-881-093,"假投資,資金盤",5,1980264,碩博士,1
UID-0bf07707,2026-03-12 21:25:00,+886-904-481-060,"網路交友,AI濾鏡假冒",24,56942,上班族,1
UID-d9ef6c66,2026-03-13 06:12:00,+886-905-195-277,"一般客訴,服務態度",1,500,70+ 長者,0
UID-5e254a03,2026-03-13 07:53:00,+886-905-264-155,"正常投資諮詢,理財規劃",1,15000,高中職以下,0
UID-9b9bed45,2026-03-12 11:03:00,+886-905-560-848,"債務不履行,退款延遲",2,15000,學生,0
UID-9ef9e528,2026-03-13 07:26:00,+886-901-597-008,"幽靈包裹,超商取貨",514,23396,高中職以下,1
UID-b3041664,2026-03-13 05:43:00,+886-901-642-048,"網路購物詐騙,假賣場",191,4330,上班族,1
UID-83b0705d,2026-03-12 15:28:00,+886-902-115-846,"假檢警,監管帳戶",3,5119986,50-69 中高齡,1
UID-2c94a1f0,2026-03-12 10:15:00,+886-903-883-021,"假投資,內線交易,VIP通道",18,1640595,上班族,1
UID-0128caf9,2026-03-12 10:28:00,+886-905-889-835,"一般客訴,服務態度",2,3000,碩博士,0
UID-eda92f7c,2026-03-12 19:23:00,+886-905-648-728,"交易糾紛,商品瑕疵",2,3000,高中職以下,0
UID-b39ff6b3,2026-03-12 09:22:00,+886-905-202-408,"一般客訴,服務態度",2,0,學生,0
UID-f447303a,2026-03-12 13:40:00,+886-902-151-411,"假檢警,監管帳戶",1,4644507,70+ 長者,1
UID-9c28c223,2026-03-13 05:11:00,+886-905-433-925,"司法文書送達,正常公務",1,3000,70+ 長者,0
UID-5e443f79,2026-03-13 05:23:00,+886-905-555-671,"一般客訴,服務態度",1,3000,高中職以下,0
UID-dc289450,2026-03-13 01:39:00,+886-902-149-853,"假扣押財產,面交黃金白銀",3,4460490,50-69 中高齡,1
UID-4611fdc5,2026-03-12 11:35:00,+886-904-513-008,"殺豬盤,平台無法出金",3,117286,學生,1
UID-f9667b66,2026-03-12 12:48:00,+886-903-884-058,"假投資,虛擬貨幣,高報酬",14,4744197,碩博士,1
UID-672972b8,2026-03-12 13:41:00,+886-904-749-091,"Threads廣告,假兼職",4,35910,學生,1
UID-81c6240c,2026-03-12 23:14:00,+886-905-108-354,"正常投資諮詢,理財規劃",1,500,高中職以下,0
UID-d39a4f84,2026-03-13 00:56:00,+886-905-828-492,"一般客訴,服務態度",2,15000,高中職以下,0
UID-360f3305,2026-03-13 06:04:00,+886-905-436-838,"一般客訴,服務態度",1,3000,大專院校,0
UID-2865b933,2026-03-12 10:59:00,+886-905-809-773,"正常投資諮詢,理財規劃",2,15000,高中職以下,0
UID-4dc15703,2026-03-12 11:29:00,+886-901-481-021,"網路購物詐騙,假賣場",162,40994,上班族,1
UID-1364d3c6,2026-03-12 14:41:00,+886-901-476-028,"網路購物詐騙,ATM操作",3907,36185,高中職以下,1
UID-f04b2103,2026-03-13 04:17:00,+886-904-332-061,"網路交友,要求儲值,點數卡",5,18687,上班族,1
UID-90ac3628,2026-03-12 13:46:00,+886-905-263-952,"一般客訴,服務態度",1,0,高中職以下,0
UID-ec504ac5,2026-03-12 11:33:00,+886-901-584-038,"網路購物詐騙,ATM操作",182,16111,學生,1
UID-13060dc1,2026-03-12 19:49:00,+886-903-885-054,"假投資,保證獲利",11,4464012,50-69 中高齡,1
UID-313a4738,2026-03-13 02:59:00,+886-901-177-002,"網路購物詐騙,假賣場",177,16728,大專院校,1
UID-ce47c7f4,2026-03-12 11:40:00,+886-902-129-597,"假扣押財產,面交黃金白銀",2,1169349,50-69 中高齡,1
UID-5befca18,2026-03-12 10:03:00,+886-902-115-527,"假冒郵局,普發現金冒領",3,7606424,70+ 長者,1
UID-c2a9408b,2026-03-12 20:34:00,+886-902-130-174,"假員警,偵查不公開",1,1008093,70+ 長者,1
UID-3939b657,2026-03-13 06:06:00,+886-901-897-006,"網路購物詐騙,解除分期付款",171,20272,上班族,1
UID-dd345575,2026-03-12 18:49:00,+886-903-881-033,"假投資,虛擬貨幣,高報酬",12,2926402,碩博士,1
UID-4c135312,2026-03-12 22:03:00,+886-903-886-086,"假投資,保證獲利",11,1608460,碩博士,1
UID-3ab27cc5,2026-03-12 18:45:00,+886-902-126-926,"假冒郵局,普發現金冒領",3,1347430,碩博士,1
UID-4949240d,2026-03-13 01:21:00,+886-903-889-063,"假投資,虛擬貨幣,高報酬",14,3023161,上班族,1
UID-c978203d,2026-03-12 13:35:00,+886-905-129-751,"交易糾紛,商品瑕疵",2,15000,高中職以下,0
UID-5123fd57,2026-03-13 00:19:00,+886-905-119-123,"一般客訴,服務態度",1,3000,高中職以下,0
UID-f35cd868,2026-03-13 07:28:00,+886-901-369-018,"網路購物詐騙,解除分期付款",251,41063,學生,1
UID-a438c57d,2026-03-12 17:08:00,+886-903-889-082,"假投資,資金盤",10,1751217,上班族,1
UID-7b21c492,2026-03-12 15:00:00,+886-905-501-418,"交易糾紛,商品瑕疵",1,3000,大專院校,0
UID-176b8101,2026-03-13 02:08:00,+886-902-144-380,"假檢警,監管帳戶",2,5329123,70+ 長者,1
UID-6fbc0c4e,2026-03-12 23:16:00,+886-905-530-805,"司法文書送達,正常公務",1,500,學生,0
UID-920b4a76,2026-03-12 11:31:00,+886-905-134-559,"債務不履行,退款延遲",2,3000,上班族,0
UID-38564515,2026-03-12 18:18:00,+886-902-152-830,"假員警,偵查不公開",2,6036039,碩博士,1
UID-9cf54452,2026-03-12 20:43:00,+886-901-459-023,"網路購物詐騙,解除分期付款",161,6565,上班族,1
UID-7cc71bd0,2026-03-12 18:19:00,+886-905-336-709,"正常投資諮詢,理財規劃",2,500,70+ 長者,0
UID-23e7950e,2026-03-12 22:02:00,+886-905-782-812,"正常投資諮詢,理財規劃",1,500,大專院校,0
UID-77e65b44,2026-03-12 09:20:00,+886-905-608-816,"司法文書送達,正常公務",1,15000,高中職以下,0
UID-2b7d77d8,2026-03-12 15:36:00,+886-903-880-046,"假投資,保證獲利",16,3849618,碩博士,1
UID-575e44ec,2026-03-13 06:11:00,+886-901-849-036,"網路購物詐騙,假賣場",156,3559,高中職以下,1
UID-f8106a00,2026-03-12 20:46:00,+886-905-548-529,"正常投資諮詢,理財規劃",1,500,高中職以下,0
UID-887b2e04,2026-03-13 03:47:00,+886-905-679-138,"債務不履行,退款延遲",2,0,學生,0
UID-5f797db7,2026-03-12 21:31:00,+886-905-488-598,"正常投資諮詢,理財規劃",2,500,大專院校,0
UID-9f31a06d,2026-03-13 00:12:00,+886-901-270-024,"網路購物詐騙,假賣場",176,17388,學生,1
UID-1854013e,2026-03-13 03:16:00,+886-901-628-005,"幽靈包裹,超商取貨",350,16046,學生,1
UID-b7bafa99,2026-03-12 09:52:00,+886-902-194-901,"假檢警,監管帳戶",2,2851579,碩博士,1
UID-935f5afb,2026-03-12 21:47:00,+886-902-143-590,"假員警,偵查不公開",1,4007820,50-69 中高齡,1
UID-c81cd2eb,2026-03-12 12:42:00,+886-902-170-485,"假扣押財產,面交黃金白銀",1,3145223,70+ 長者,1
UID-0c0e35f5,2026-03-13 07:30:00,+886-904-666-035,"Threads廣告,假兼職",11,43999,上班族,1
UID-34c2a1a1,2026-03-12 13:40:00,+886-902-163-947,"假員警,偵查不公開",3,5144310,70+ 長者,1
UID-b9f55e91,2026-03-12 21:35:00,+886-904-704-079,"Threads廣告,假兼職",26,4108,上班族,1
UID-227bed4e,2026-03-13 03:18:00,+886-901-811-017,"網路購物詐騙,假賣場",236,36476,學生,1
UID-0f34059b,2026-03-13 07:19:00,+886-905-256-764,"債務不履行,退款延遲",2,3000,學生,0
UID-20567473,2026-03-12 16:23:00,+886-902-122-531,"假扣押財產,面交黃金白銀",3,5636647,70+ 長者,1
UID-d3c48d4e,2026-03-12 15:19:00,+886-905-217-312,"債務不履行,退款延遲",2,0,70+ 長者,0
UID-4bd4d7e4,2026-03-13 00:00:00,+886-905-416-492,"司法文書送達,正常公務",1,3000,學生,0
UID-60942da2,2026-03-12 14:19:00,+886-905-650-140,"司法文書送達,正常公務",1,500,上班族,0
UID-8a3bc638,2026-03-12 19:03:00,+886-902-152-671,"假扣押財產,面交黃金白銀",2,6542162,70+ 長者,1
UID-7c62de4b,2026-03-13 08:21:00,+886-905-159-966,"交易糾紛,商品瑕疵",1,0,上班族,0
